hadithNum,mainID,takhreegIDs
3904,6211,"5798,0,6210,0,6211,0,6212,0,19012,0,19013,0,19014,0,44032,0,46229,0,46230,0,46231,0,46236,0,46237,0,46274,0,54527,0,57211,0,59855,0,59861,0,83716,0,83717,0,86276,0,86277,0,86278,0,86279,0,86284,0,86285,0,101195,0,102641,0,102646,0,108091,0,141254,0,151826,0,151893,0,151946,0,180110,0,185733,0,185759,0,185771,0,195580,0,195932,0,195950,0,196155,0,196162,0,196163,0,236352,0,274867,0,274869,0,280487,0,296680,0,300245,0,300248,0,335683,0,337008,0,337982,0"
3905,6212,"5798,0,6210,0,6211,0,6212,0,19012,0,19013,0,19014,0,44032,0,46229,0,46230,0,46231,0,46236,0,46237,0,46274,0,54527,0,57211,0,59855,0,59861,0,83716,0,83717,0,86276,0,86277,0,86278,0,86279,0,86284,0,86285,0,101195,0,102641,0,102646,0,108091,0,141254,0,151826,0,151893,0,151946,0,180110,0,185733,0,185759,0,185771,0,195580,0,195932,0,195950,0,196155,0,196162,0,196163,0,236352,0,274867,0,274869,0,280487,0,296680,0,300245,0,300248,0,335683,0,337008,0,337982,0"
3906,6213,"4712,0,6213,0,6214,0,9572,0,19010,0,19011,0,44028,0,86271,0,86272,0,86273,0,86274,0,86275,0,101193,0,101194,0,102645,0,102647,0,108090,0,141255,0,151034,0,151345,0,151475,0,151685,0,179995,0,185357,0,195253,0,195577,0,195578,0,195579,0,195580,0,274868,0,280486,0,293797,0,296677,0,335478,0,335649,0"
3907,6214,"4712,0,6213,0,6214,0,9572,0,19010,0,19011,0,44028,0,86271,0,86272,0,86273,0,86274,0,86275,0,101193,0,101194,0,102645,0,102647,0,108090,0,141255,0,151034,0,151345,0,151475,0,151685,0,179995,0,185357,0,195253,0,195577,0,195578,0,195579,0,195580,0,274868,0,280486,0,293797,0,296677,0,335478,0,335649,0"
3908,6215,"5795,0,6215,0,19020,0,185585,0,185586,0"
3909,6216,"4580,0,6216,0,195764,0,322850,0"
3910,6217,"5796,0,6217,0,44014,0,108088,0,118669,0,134856,0,151714,0,195800,0,274880,0,280503,0,300105,0"
3911,6218,"4673,0,4709,0,5921,0,6218,0,17142,0,39220,0,44406,0,54642,0,58982,0,83807,0,140472,0,141256,0,162500,0,163634,0,164301,0,164558,0,188462,0,188841,0,188985,0,189050,0,194214,0,201957,0,202164,0,202426,0,259666,0"
3912,6219,"5261,0,5938,0,6219,0,10281,0,10609,0,10623,0,138889,0,206150,0,209262,0,280482,0"
3913,6221,"5065,0,5766,0,6221,0,43871,0,50927,0,50928,0,50929,0,57539,0,92767,0,102568,0,134411,0,156188,0,156429,0,182373,0,190686,0,274762,0,286861,0,286862,0,296880,0,296881,0,300030,0,316564,0,337265,0,338517,0"
3914,6223,"4924,0,6137,0,6197,0,6223,0,6816,0,39539,0,84295,0,87652,0,92667,0,118673,0,169815,0,169822,0,180691,0"
3915,6225,"6225,0,6818,0,44404,0,87654,0,87863,0,101475,0,167183,0,259667,0,280515,0,305919,0,305920,0,305928,0,331808,0"
3916,6227,"6227,0,6813,0,11273,0,25613,0,25614,0,34063,0,34065,0,41562,0,65476,0,73119,0,87646,0,87647,0,101470,0,101471,0,122587,0,122625,0,122626,0,156090,0,156228,0,156229,0,156415,0,156765,0,156768,0,156769,0,190588,0,190635,0,201365,0,201527,0,216696,0,217941,0,283129,0,289839,0,289840,0,315716,0,331701,0,336573,0"
3917,6228,"6228,0,122626,0"
3918,6230,"4675,0,6230,0"
3919,6232,"6232,0,44083,0,44085,0,140858,0,166855,0,166856,0,181515,0,303570,0,303572,0,303573,0,330971,0"
3920,6234,"6234,0,17096,0,62229,0,158634,0,158635,0,160822,0,191021,0,203709,0,284520,0,295721,0"
3921,6235,"6235,0,6238,0,49903,0,55480,0,118696,0,152977,0,187412,0,200247,0,313148,0,314112,0"
3922,6237,"431,0,4710,0,4722,0,4921,0,6237,0,8136,0,8879,0,17089,0,17090,0,17091,0,32065,0,43214,0,43216,0,60328,0,85170,0,99900,0,112838,0,112839,0,118666,0,118667,0,123802,0,140474,0,174528,0,174560,0,184539,0,192729,0,192730,0,193286,0,284517,0,284518,0,284519,0,292366,0,295720,0,307213,0,307231,0,307237,0,307282,0,307323,0,307364,0,307413,0,307426,0,307457,0,307478,0,307481,0,307578,0"
3923,6238,"6235,0,6238,0,49903,0,55480,0,118696,0,152977,0,187412,0,200247,0,313148,0,314112,0"
3924,6240,"6240,0,19027,0,19028,0,19029,0,55484,0,57221,0,118735,0,134847,0,183691,0,274894,0"
3925,6242,"6242,0,203037,0"
3926,6243,"2201,0,2204,0,2206,0,2208,0,2209,0,2217,0,6243,0,23784,0,36456,0,66800,0,75315,0,93350,0,93351,0,98006,0,109981,0,127167,0,127168,0,127173,0,127332,0,127333,0,149657,0,149658,0,164691,0,175483,0,186993,0,187056,0,193985,0,220530,0,220821,0,224142,0,249655,0,250400,0,275646,0,280149,0,280492,0,280508,0,284516,0,295717,0"
3927,6244,"2039,0,2115,0,4567,0,6244,0,19155,0,19156,0,19157,0,19158,0,44093,0,66637,0,66641,0,75152,0,75156,0,83760,0,127062,0,164689,0,164799,0,182047,0,184892,0,187064,0,220885,0,328141,0,330183,0"
3928,6245,"5682,0,6138,0,6245,0,10853,0,10864,0,18648,0,42617,0,42619,0,82906,0,105913,0,113472,0,192480,0"
3929,6246,"2094,0,6033,0,6049,0,6050,0,6201,0,6246,0,9975,0,10000,0,14117,0,14118,0,23753,0,44089,0,66726,0,75241,0,92986,0,93371,0,102785,0,102786,0,127023,0,127145,0,172623,0,172624,0,172644,0,179363,0,183572,0,197349,0,220320,0,249723,0,280494,0,294429,0,294430,0,304534,0,304536,0,304537,0,304538,0,304539,0,304540,0,304541,0,304542,0,304543,0,304579,0,332925,0"
3930,6248,"3039,0,3456,0,4688,0,5358,0,6248,0,6249,0,8414,0,10350,0,11223,0,11258,0,11260,0,15491,0,15492,0,15493,0,15494,0,15495,0,15550,0,15551,0,22816,0,22826,0,37515,0,37555,0,78265,0,102874,0,106631,0,112315,0,131060,0,131061,0,131062,0,131063,0,162910,0,162999,0,163557,0,163997,0,164023,0,164038,0,164046,0,187997,0,188188,0,188764,0,189096,0,201761,0,201762,0,202794,0,202795,0,232661,0,232663,0,279866,0,287960,0,287961,0,287962,0,287963,0,287964,0,287965,0,287966,0,290740,0,331091,0"
3931,6249,"3039,0,3456,0,4688,0,5358,0,6248,0,6249,0,8414,0,10350,0,11223,0,11258,0,11260,0,15491,0,15492,0,15493,0,15494,0,15495,0,15550,0,15551,0,22816,0,22826,0,37515,0,37555,0,78265,0,102874,0,106631,0,112315,0,131060,0,131061,0,131062,0,131063,0,162910,0,162999,0,163557,0,163997,0,164023,0,164038,0,164046,0,187997,0,188188,0,188764,0,189096,0,201761,0,201762,0,202794,0,202795,0,232661,0,232663,0,279866,0,287960,0,287961,0,287962,0,287963,0,287964,0,287965,0,287966,0,290740,0,331091,0"
3932,6250,"2202,0,5656,0,6196,0,6250,0,9969,0,10174,0,18701,0,18702,0,36458,0,36460,0,36514,0,43247,0,66798,0,75313,0,93480,0,93481,0,127182,0,127183,0,147179,0,168360,0,168414,0,168419,0,186787,0,284528,0,284529,0,295713,0,295714,0,318890,0,318891,0,318892,0,318893,0"
3933,6252,"4936,0,6140,0,6252,0,11353,0,44129,0,44130,0,84623,0,92664,0,92665,0,93308,0,126958,0,141148,0,141149,0,158350,0,158517,0,183166,0,224329,0,280608,0,305243,0,305244,0,318509,0"
3934,6253,"6253,0,118657,0"
3935,6254,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3936,6255,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3937,6256,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3938,6257,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3939,6258,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3940,6259,"6259,0,29091,0,42625,0,141641,0,189632,0"
3941,6260,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3942,6261,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3943,6262,"1651,0,1652,0,1653,0,2128,0,4541,0,4564,0,4970,0,5116,0,6254,0,6255,0,6256,0,6257,0,6258,0,6260,0,6261,0,6262,0,9918,0,13372,0,13373,0,13374,0,13375,0,13376,0,13377,0,13378,0,13379,0,13380,0,13381,0,17429,0,34035,0,34053,0,34059,0,39359,0,44571,0,65463,0,65465,0,65474,0,65478,0,73106,0,73108,0,73117,0,73121,0,83829,0,90980,0,90981,0,105025,0,105028,0,109528,0,109614,0,122588,0,122589,0,122590,0,122598,0,122601,0,122620,0,122621,0,122622,0,122623,0,122628,0,122644,0,122853,0,140864,0,141639,0,141640,0,146977,0,146978,0,162540,0,162564,0,162565,0,162594,0,162627,0,162629,0,162891,0,163145,0,163189,0,163196,0,163340,0,163404,0,163484,0,163521,0,163615,0,163681,0,163691,0,163752,0,163762,0,163772,0,163778,0,163929,0,163960,0,163961,0,163963,0,164102,0,164103,0,164142,0,164184,0,164225,0,164226,0,164253,0,164354,0,164451,0,164452,0,164504,0,164505,0,164574,0,182406,0,182433,0,182534,0,184834,0,187879,0,187881,0,187970,0,188077,0,188078,0,188106,0,188118,0,188131,0,188145,0,188209,0,188279,0,188980,0,189061,0,189067,0,189095,0,189100,0,189345,0,189346,0,189347,0,189348,0,189370,0,194143,0,201964,0,202023,0,202287,0,202288,0,202322,0,202408,0,202714,0,202758,0,202759,0,202912,0,202977,0,217943,0,218942,0,218944,0,224125,0,224348,0,245035,0,245036,0,245037,0,283137,0,283139,0,283140,0,283141,0,283143,0,283144,0,283146,0,283149,0,283150,0,291794,0,291795,0,304458,0,304459,0,333416,0,333886,0,340211,0"
3944,6264,"4316,0,6264,0,6274,0,17328,0,17329,0,24070,0,39517,0,39519,0,68910,0,80045,0,84686,0,93109,0,95082,0,98586,0,98587,0,99236,0,99237,0,111479,0,118207,0,118208,0,125003,0,132703,0,132704,0,132705,0,132706,0,132707,0,132708,0,134754,0,139749,0,139750,0,140415,0,140416,0,149652,0,155071,0,182220,0,201142,0,201143,0,224300,0,224301,0,276696,0,276890,0,279841,0,280505,0,280558,0,286773,0,286774,0,286775,0,315637,0,315638,0,339285,0"
3945,6265,"5898,0,6265,0,9952,0,17126,0,83853,0,88913,0,102791,0,135145,0,140512,0,174545,0,192708,0,307435,0,307527,0"
3946,6266,"4597,0,4599,0,4796,0,5896,0,5897,0,6266,0,6267,0,9951,0,11087,0,17127,0,17128,0,17129,0,17130,0,41650,0,44563,0,61380,0,81483,0,83854,0,83855,0,83856,0,83857,0,83858,0,83859,0,84654,0,88910,0,88911,0,88912,0,102792,0,118675,0,135106,0,140513,0,163213,0,163223,0,163248,0,163259,0,163445,0,163622,0,163687,0,163755,0,164147,0,164421,0,164455,0,164568,0,188052,0,188259,0,188374,0,188387,0,188471,0,188977,0,194153,0,194186,0,202105,0,202751,0,202957,0,267589,0,275132,0,275140,0,280553,0,293482,0,294391,0"
3947,6267,"4597,0,4599,0,4796,0,5896,0,5897,0,6266,0,6267,0,9951,0,11087,0,17127,0,17128,0,17129,0,17130,0,41650,0,44563,0,61380,0,81483,0,83854,0,83855,0,83856,0,83857,0,83858,0,83859,0,84654,0,88910,0,88911,0,88912,0,102792,0,118675,0,135106,0,140513,0,163213,0,163223,0,163248,0,163259,0,163445,0,163622,0,163687,0,163755,0,164147,0,164421,0,164455,0,164568,0,188052,0,188259,0,188374,0,188387,0,188471,0,188977,0,194153,0,194186,0,202105,0,202751,0,202957,0,267589,0,275132,0,275140,0,280553,0,293482,0,294391,0"
3948,6268,"6268,0,103047,0,164714,0,164723,0,187047,0,274409,0,280551,0,329087,0,332642,0"
3949,6269,"4980,0,6269,0,17899,0,57227,0,136653,0,136654,0,165538,0"
3950,6270,"6270,0,20576,0,88214,0,280547,0"
3951,6271,"4600,0,4601,0,4917,0,6271,0,6273,0,10219,0,11140,0,17124,0,17125,0,39128,0,84651,0,86703,0,106408,0,135107,0,135108,0,169701,0,169730,0,169792,0,169793,0,169794,0,169884,0,169907,0,180677,0,186754,0,267586,0,280552,0,293483,0,293484,0,293485,0,293486,0"
3952,6272,"1709,0,5172,0,5329,0,6272,0,14007,0,14008,0,42903,0,88329,0,88434,0,88480,0,88594,0,126763,0,126764,0,152305,0,152366,0,153354,0,153556,0,153725,0,153934,0,183215,0,187607,0,187723,0,193500,0,200230,0,200403,0,200404,0,200450,0,200554,0,274345,0,290314,0,290315,0,290316,0,313496,0,314261,0,314913,0,333566,0"
3953,6273,"4600,0,4601,0,4917,0,6271,0,6273,0,10219,0,11140,0,17124,0,17125,0,39128,0,84651,0,86703,0,106408,0,135107,0,135108,0,169701,0,169730,0,169792,0,169793,0,169794,0,169884,0,169907,0,180677,0,186754,0,267586,0,280552,0,293483,0,293484,0,293485,0,293486,0"
3954,6274,"4316,0,6264,0,6274,0,17328,0,17329,0,24070,0,39517,0,39519,0,68910,0,80045,0,84686,0,93109,0,95082,0,98586,0,98587,0,99236,0,99237,0,111479,0,118207,0,118208,0,125003,0,132703,0,132704,0,132705,0,132706,0,132707,0,132708,0,134754,0,139749,0,139750,0,140415,0,140416,0,149652,0,155071,0,182220,0,201142,0,201143,0,224300,0,224301,0,276696,0,276890,0,279841,0,280505,0,280558,0,286773,0,286774,0,286775,0,315637,0,315638,0,339285,0"
3955,6275,"6275,0,224404,0"
3956,6276,"6276,0,6277,0,169509,0,169510,0,169511,0,179353,0,181471,0,308284,0,308285,0"
3957,6277,"6276,0,6277,0,169509,0,169510,0,169511,0,179353,0,181471,0,308284,0,308285,0"
3958,6278,"4755,0,6278,0,6765,0,9920,0,13228,0,13229,0,13231,0,13232,0,13233,0,13234,0,13235,0,23346,0,26874,0,26875,0,26876,0,33588,0,64502,0,72674,0,72675,0,72676,0,87590,0,89605,0,101446,0,104467,0,108863,0,114453,0,114454,0,114455,0,121446,0,121447,0,121448,0,122694,0,122695,0,150916,0,150942,0,151239,0,151322,0,151364,0,151460,0,151462,0,151478,0,151479,0,151549,0,151574,0,151616,0,151627,0,151634,0,151636,0,151642,0,151655,0,151318,0,179986,0,180050,0,185319,0,185320,0,185321,0,185322,0,185323,0,185324,0,185325,0,185326,0,185327,0,185328,0,185555,0,185556,0,192831,0,195288,0,195294,0,195297,0,195298,0,195566,0,211789,0,215911,0,215912,0,215913,0,215914,0,246858,0,246859,0,246870,0,246871,0,246873,0,246874,0,280557,0,282714,0,282715,0,282716,0,282727,0,337337,0"
3959,6279,"1001,0,1005,0,1077,0,1557,0,6279,0,13239,0,13240,0,26256,0,35837,0,65943,0,74147,0,96534,0,122690,0,122691,0,242462,0"
3960,6280,"4616,0,4618,0,4856,0,5791,0,6280,0,11169,0,19021,0,19022,0,44022,0,83711,0,83712,0,84627,0,84628,0,84629,0,84655,0,87796,0,102630,0,108081,0,134844,0,134845,0,141160,0,141161,0,164801,0,164881,0,164882,0,165141,0,165220,0,165446,0,184860,0,187065,0,187126,0,193954,0,274888,0,293796,0,300146,0"
3961,6281,"6281,0,19847,0,88217,0,158488,0,158912,0,160844,0,204180,0"
3962,6282,"2619,0,2917,0,4757,0,5931,0,6282,0,6350,0,6417,0,6481,0,9916,0,11459,0,16959,0,16960,0,16961,0,19059,0,19060,0,29575,0,37747,0,37749,0,44059,0,60315,0,78191,0,78192,0,83913,0,84290,0,86806,0,91564,0,91565,0,99177,0,105534,0,111852,0,112127,0,118283,0,130356,0,130357,0,170449,0,170450,0,170471,0,170472,0,170474,0,170486,0,170488,0,170758,0,170759,0,184237,0,184238,0,184239,0,193383,0,198715,0,198716,0,198717,0,198721,0,198722,0,198747,0,224072,0,271836,0,275030,0,276369,0,280574,0,280742,0,280865,0,325558,0,325559,0,331457,0,339592,0,339767,0"
3963,6283,"2922,0,4852,0,5003,0,6283,0,9903,0,15434,0,15438,0,15439,0,15440,0,21808,0,29136,0,29137,0,35450,0,35452,0,35474,0,55272,0,78226,0,78228,0,84511,0,86714,0,86716,0,86727,0,88328,0,92568,0,92830,0,97860,0,102107,0,106816,0,106833,0,131494,0,131565,0,131566,0,154907,0,154980,0,155046,0,155127,0,155370,0,155705,0,156246,0,156247,0,156730,0,156793,0,182326,0,184157,0,184158,0,190601,0,193697,0,201100,0,201333,0,223753,0,223756,0,223759,0,271872,0,271873,0,276615,0,276616,0,315799,0,316022,0,316343,0,316344,0,335003,0"
